,x,y,target
0,22.10061264038086,41.87135314941406,0.0
1,-25.57379150390625,-18.48885154724121,1.0
2,2.092902183532715,-26.295907974243164,2.0
3,21.74231719970703,-2.5666794776916504,3.0
4,-49.72639083862305,-13.70305347442627,4.0
5,27.18083953857422,5.928244113922119,5.0
6,-5.196096420288086,-46.878883361816406,6.0
7,-32.62541580200195,21.38238525390625,7.0
8,-2.4852797985076904,-14.374260902404785,8.0
9,24.652185440063477,17.9343204498291,9.0
10,23.58184242248535,44.5192756652832,0.0
11,-34.46079635620117,-9.096583366394043,1.0
12,27.29874038696289,-32.49730682373047,2.0
13,10.950693130493164,6.832127094268799,3.0
14,-51.196353912353516,-6.298472881317139,4.0
15,-8.808104515075684,37.34674835205078,5.0
16,3.1631550788879395,-46.0786018371582,6.0
17,-38.58195114135742,25.455305099487305,7.0
18,-11.662674903869629,-10.21385669708252,8.0
19,31.661619186401367,3.659343719482422,9.0
20,27.71697998046875,50.00092697143555,0.0
21,-32.64961242675781,-8.576471328735352,1.0
22,33.18302536010742,-27.877565383911133,2.0
23,5.467345714569092,7.92780065536499,3.0
24,-48.281776428222656,-12.99333381652832,4.0
25,-9.2007474899292,29.814847946166992,5.0
26,-5.380195617675781,-48.2431526184082,6.0
27,-35.55985641479492,16.585712432861328,7.0
28,-10.912572860717773,-11.191308975219727,8.0
29,31.130582809448242,3.902949810028076,9.0
30,17.395174026489258,46.08175277709961,0.0
31,31.776073455810547,3.6474862098693848,9.0
32,-0.572665810585022,30.793771743774414,5.0
33,-7.4163126945495605,37.246944427490234,5.0
34,-4.518606185913086,-43.936737060546875,6.0
35,-4.550473213195801,36.44282531738281,5.0
36,22.226043701171875,48.80989074707031,0.0
37,24.893463134765625,-8.696195602416992,9.0
38,-10.29088306427002,-3.801137685775757,8.0
39,26.75031280517578,13.980202674865723,9.0
40,-1.9669073820114136,-11.277361869812012,8.0
41,-52.132179260253906,-7.7827959060668945,4.0
42,-33.86766052246094,-10.418359756469727,1.0
43,-35.385826110839844,17.745609283447266,7.0
44,-31.291440963745117,24.48084259033203,7.0
45,10.81376838684082,1.154609203338623,3.0
46,-4.017322063446045,36.58351135253906,5.0
47,-30.939685821533203,-11.75766658782959,1.0
48,28.34977912902832,42.98793411254883,0.0
49,35.306922912597656,39.80462646484375,0.0
50,3.639620542526245,-26.495962142944336,2.0
51,0.880614697933197,-26.571609497070312,2.0
52,-37.69329833984375,19.836015701293945,7.0
53,-13.660634994506836,-13.35210132598877,8.0
54,0.6523740291595459,-26.524152755737305,2.0
55,25.623552322387695,51.659706115722656,0.0
56,-32.53358840942383,-10.217856407165527,1.0
57,1.9290766716003418,-26.42917251586914,2.0
58,-4.348127841949463,-50.20094680786133,6.0
59,12.119058609008789,-0.21992948651313782,3.0
60,10.945815086364746,0.7212448120117188,3.0
61,-37.84575271606445,24.338993072509766,7.0
62,10.641419410705566,0.6032315492630005,3.0
63,9.320874214172363,4.447717189788818,3.0
64,-51.08570861816406,-9.796531677246094,4.0
65,0.5102653503417969,-48.8840217590332,6.0
66,-4.072342872619629,-48.49757385253906,6.0
67,2.192220449447632,-59.845619201660156,6.0
68,-52.12117004394531,-2.9556398391723633,4.0
69,-22.86460304260254,22.438501358032227,9.0
70,-30.302865982055664,-11.453600883483887,1.0
71,-0.8662697076797485,30.877561569213867,5.0
72,29.19766616821289,48.5903434753418,0.0
73,28.322412490844727,5.8060150146484375,9.0
74,3.6963717937469482,15.072940826416016,5.0
75,0.8597691655158997,-26.804834365844727,2.0
76,-7.04723596572876,-8.947793006896973,8.0
77,-0.1465129405260086,-26.796167373657227,2.0
78,35.94853210449219,43.454959869384766,0.0
79,35.02267074584961,45.10184097290039,0.0
80,-32.81913375854492,-10.469680786132812,1.0
81,-34.30201721191406,25.41808319091797,7.0
82,-4.231380462646484,-48.17778778076172,6.0
83,8.496954917907715,4.564169406890869,3.0
84,36.19230651855469,-23.536968231201172,2.0
85,-30.925111770629883,-13.321599006652832,1.0
86,-36.33180236816406,15.958274841308594,7.0
87,85.33402252197266,7.112820625305176,4.0
88,-4.044897556304932,-46.5568733215332,6.0
89,10.127878189086914,0.577785313129425,3.0
90,-33.875205993652344,-10.586153030395508,1.0
91,9.135340690612793,6.661959171295166,3.0
92,24.16944694519043,6.859870910644531,9.0
93,-25.741607666015625,-18.352947235107422,1.0
94,-39.801666259765625,26.60638999938965,7.0
95,-7.0098490715026855,-47.24839401245117,6.0
96,-9.780410766601562,-7.5631818771362305,8.0
97,-49.39543914794922,-11.652912139892578,4.0
98,9.065381050109863,4.766783237457275,3.0
99,-17.61691665649414,-22.000946044921875,1.0
100,-49.28220748901367,-11.892892837524414,4.0
101,30.84832191467285,51.14337158203125,0.0
102,-3.128249168395996,25.21125030517578,5.0
103,-24.742963790893555,27.935129165649414,3.0
104,-6.703838348388672,-49.0015754699707,6.0
105,29.396785736083984,4.1703386306762695,9.0
106,-6.442357063293457,-44.69179916381836,6.0
107,-34.563560485839844,-7.419866561889648,1.0
108,-37.93772888183594,24.1618709564209,7.0
109,-8.477030754089355,30.542268753051758,5.0
110,-56.482032775878906,0.6411430835723877,4.0
111,-52.83832550048828,-2.7612106800079346,4.0
112,-37.83098602294922,25.85838508605957,7.0
113,5.008729457855225,-26.924251556396484,2.0
114,-8.753236770629883,-13.868907928466797,8.0
115,3.287405490875244,-26.526975631713867,2.0
116,3.892338991165161,-26.502145767211914,2.0
117,-9.579334259033203,35.061614990234375,5.0
